name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions,any_precautions,earliest,days,reviews_per_day,7/19/2021,7/20/2021,2021-07-21,2021-07-22,2021-07-23,avg_bookings
Kokage,https://www.opentable.com/r/kokage-new-york-2,1,False,1,110,4.5,4.5,4.4,4.4,4.1,Quiet,93.0,Murray Hill,"Japanese, Soba, Tempura",Casual Dining,Casual Dress,Hiroki Abe,"Beer, Corkage Fee, Non-Smoking, Wine",Japanese,0,0,0,0,False,0,False,5/31/2017,1516.0,0.0725593667546174,7.0,,13.0,6.0,10.0,9.0
Mizu Flatiron,https://www.opentable.com/r/mizu-flatiron-new-york,1,False,1,114,4.7,4.6,4.7,4.4,4.4,Quiet,100.0,Gramercy / Flatiron,"Sushi, Japanese",Casual Dining,Casual Dress,,"Beer, Cocktails, Wine",Sushi,0,0,0,0,False,0,False,7/10/2017,1476.0,0.0772357723577235,6.0,,,,2.0,4.0
The Whitby Bar and Restaurant,https://www.opentable.com/r/the-whitby-bar-and-restaurant-new-york,1,False,2,614,4.7,4.5,4.5,4.8,4.1,Moderate,94.0,Midtown West,"American, International, Afternoon Tea",Casual Elegant,Business Casual,Anthony Paris,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, High Tea, Non-Smoking, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,3/25/2017,1583.0,0.3878711307643714,55.0,,49.0,52.0,38.0,48.5
Piccola Cucina Estiatorio,https://www.opentable.com/r/piccola-cucina-estiatorio-newyork,1,False,1,759,4.8,4.8,4.7,4.7,4.7,Moderate,95.0,SoHo,"Italian, Mediterranean, Sicilian",Casual Dining,Business Casual,Philip Guardione,"Banquet, Beer, Cafe, Chef's Table, Counter Seating, Gluten-free Menu, Wine",Italian,0,0,0,0,False,0,False,3/8/2017,1600.0,0.474375,92.0,95.0,76.0,70.0,68.0,80.2
L'adresse,https://www.opentable.com/r/l-adresse-new-york,1,False,2,818,4.7,4.7,4.7,4.6,4.3,Moderate,89.0,Midtown West,"Contemporary American, Bistro",Casual Elegant,Business Casual,,"Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,1,1,1,1,False,4,True,1/26/2017,1641.0,0.4984765386959171,56.0,,52.0,53.0,52.0,53.25
Hudson West Kitchen + Craft Bar (formerly Ousia),https://www.opentable.com/r/hudson-west-kitchen-and-craft-bar-formerly-ousia-new-york,1,False,2,927,4.7,4.7,4.7,4.6,4.3,Moderate,94.0,Hell's Kitchen,"American, Greek, Vegetarian / Vegan",Casual Dining,Casual Dress,Vasiliki Vourliotaki,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Happy Hour, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,1/25/2017,1642.0,0.5645554202192449,8.0,,16.0,16.0,9.0,12.375
Royal 35 Steakhouse,https://www.opentable.com/r/royal-35-steakhouse-new-york,1,False,3,1166,4.8,4.8,4.9,4.7,4.5,Moderate,100.0,Murray Hill,"Steakhouse, American, Steak",Fine Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Fireplace, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,False,4,True,1/14/2017,1653.0,0.705384150030248,10.0,,19.0,11.0,17.0,14.25
Serafina Ludlow,https://www.opentable.com/r/serafina-ludlow-new-york,1,False,1,137,4.7,4.6,4.8,4.5,4.4,Moderate,100.0,Lower East Side,"Italian, Pizzeria, Pizza Bar",Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,1/29/2017,1638.0,0.0836385836385836,13.0,,14.0,14.0,16.0,14.25
Spice Symphony - 31st St,https://www.opentable.com/r/spice-symphony-31st-st-new-york,1,False,1,294,4.9,5.0,4.8,4.1,4.9,Moderate,100.0,Murray Hill,"Indian, Chinese, Vegetarian / Vegan",Casual Elegant,Smart Casual,Walter D Rozario,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Takeout, Wine",Indian,1,1,1,1,False,4,True,12/30/2016,1668.0,0.1762589928057553,3.0,,0.0,3.0,4.0,2.5
Zia Maria Ristorante and Pizzeria,https://www.opentable.com/r/zia-maria-ristorante-and-pizzeria-new-york,1,False,1,185,4.2,4.0,4.1,4.0,3.9,Moderate,100.0,Chelsea,"Italian, Pizzeria, Contemporary Italian",Casual Dining,Business Casual,,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Happy Hour, Takeout, View, Weekend Brunch, Wine",Italian,0,0,0,0,False,0,False,12/31/2016,1667.0,0.1109778044391121,4.0,,5.0,3.0,7.0,4.75
Denino's Greenwich Village,https://www.opentable.com/r/deninos-greenwich-village-new-york,1,False,1,184,4.9,4.9,4.9,4.8,4.8,Moderate,100.0,West Village,"Italian, Pizzeria, Cocktail Bar",Casual Dining,Business Casual,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Takeout, Wine",Italian,0,0,0,0,False,0,False,12/17/2016,1681.0,0.1094586555621653,11.0,,9.0,14.0,10.0,11.0
Boucherie - West Village,https://www.opentable.com/r/boucherie-new-york,1,False,2,1693,4.5,4.5,4.3,4.6,4.0,Moderate,81.0,West Village,French,Casual Elegant,Business Casual,,"Banquet, Beer, Cafe, Cocktails, Counter Seating, Delivery, Fireplace, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,0,0,1,False,2,True,12/9/2016,1689.0,1.0023682652457075,132.0,,130.0,136.0,170.0,142.0
Misirizzi,https://www.opentable.com/r/misirizzi-new-york,1,False,1,323,4.6,4.5,4.7,4.6,4.4,Moderate,79.0,NoHo,Italian,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Fireplace, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wine",Italian,1,1,1,1,False,4,True,12/6/2016,1692.0,0.1908983451536643,6.0,,4.0,4.0,15.0,7.25
Coarse NYC,https://www.opentable.com/r/coarse-nyc-new-york-2,1,False,3,705,4.8,4.8,4.7,4.6,4.6,Moderate,100.0,West Village,"Farm-to-table, Seafood, Bistro",Casual Elegant,Business Casual,Vincent Chirico,"Beer, Gluten-free Menu, Wine",Farm-to-table,0,0,0,0,False,0,False,12/9/2016,1689.0,0.4174067495559502,,,6.0,8.0,11.0,8.333333333333334
Pescatore,https://www.opentable.com/r/pescatore-new-york,1,False,1,286,4.7,4.7,4.6,4.4,4.5,Moderate,100.0,Midtown East,"Italian, Seafood",Casual Elegant,Smart Casual,Julio Gomez,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Private Room, Takeout, Weekend Brunch, Wine",Italian,0,0,0,0,False,0,False,12/3/2016,1695.0,0.1687315634218289,19.0,,19.0,14.0,11.0,15.75
Allora,https://www.opentable.com/r/allora-new-york,1,False,2,472,4.5,4.5,4.5,4.4,4.1,Moderate,50.0,Midtown East,"Italian, Steak, Vegetarian",Casual Elegant,Smart Casual,,"Banquet, Bar/Lounge, Beer, Beer Garden, Cigar Room, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, View, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,11/28/2016,1700.0,0.2776470588235294,13.0,,11.0,3.0,7.0,8.5
Divya's Kitchen,https://www.opentable.com/r/divyas-kitchen-new-york-city,1,False,1,717,4.7,4.6,4.8,4.8,4.5,Moderate,92.0,East Village,"Vegetarian / Vegan, Organic, Vegan",Casual Dining,Business Casual,Divya Alter,"Delivery, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch",Vegetarian / Vegan,1,1,1,1,False,4,True,11/26/2016,1702.0,0.4212690951821387,20.0,,28.0,15.0,18.0,20.25
Benjamin Steakhouse Prime,https://www.opentable.com/r/benjamin-prime-new-york,1,False,3,1128,4.8,4.8,4.8,4.7,4.4,Moderate,97.0,Midtown East,"Steakhouse, Seafood, American",Casual Elegant,Smart Casual,Arturo McLeod,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,False,4,True,11/24/2016,1704.0,0.6619718309859155,159.0,,116.0,106.0,100.0,120.25
Isabelle’s Osteria,https://www.opentable.com/r/isabelles-osteria-new-york,1,False,1,159,4.6,4.6,4.4,4.5,4.3,Moderate,95.0,Gramercy / Flatiron,"Italian, Mediterranean",Casual Elegant,Smart Casual,James Tracey,"Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,11/14/2020,253.0,0.6284584980237155,110.0,,95.0,77.0,112.0,98.5
Upstate Craft Beer & Oyster Bar,https://www.opentable.com/r/upstate-craft-beer-and-oyster-bar-new-york,1,False,2,48,4.7,4.7,4.5,4.5,4.6,Moderate,95.0,Gramercy / Flatiron,Seafood,Casual Dining,Formal Attire,,,Seafood,0,0,0,0,False,0,False,12/31/2018,937.0,0.0512273212379935,20.0,,21.0,34.0,25.0,25.0
Omakase Shiro,https://www.opentable.com/r/omakase-shiro-new-york,1,False,3,33,4.8,4.9,4.9,4.5,4.5,Moderate,100.0,Lincoln Square,"Sushi, Japanese Speciality, Japanese",Casual Elegant,Casual Dress,Kei Yoshino,"Bar/Lounge, Beer, Chef's Table, Cocktails, Counter Seating, Full Bar, Gluten-free Menu, Kosher, Non-Smoking, Wine",Sushi,1,1,1,1,False,4,True,4/30/2021,86.0,0.3837209302325581,6.0,,6.0,9.0,6.0,6.75
Buddha Bodai Kosher Vegetarian Restaurant,https://www.opentable.com/r/buddha-bodai-kosher-vegetarian-restaurant-new-york,1,False,1,22,4.7,4.7,4.4,4.2,4.8,Quiet,100.0,Chinatown,"Chinese, Vegetarian, Kosher",Casual Dining,Casual Dress,,"BYO Liquor, BYO Wine, Delivery, Gender Neutral Restroom, Gluten-free Menu, Kosher, Non-Smoking, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access",Chinese,1,1,1,1,False,4,True,8/24/2017,1431.0,0.0153738644304682,13.0,,11.0,18.0,16.0,14.5
SAHIB,https://www.opentable.com/r/sahib-new-york,1,False,1,139,4.4,4.5,4.3,4.0,4.3,Moderate,92.0,Kips Bay,Indian,Casual Elegant,Smart Casual,,Full Bar,Indian,1,1,1,1,False,4,True,12/13/2016,1685.0,0.0824925816023738,0.0,0.0,0.0,2.0,1.0,0.6
Empire Rooftop @ Empire Hotel,https://www.opentable.com/r/empire-rooftop-at-empire-hotel-new-york,1,False,2,393,4.7,4.4,4.4,4.7,4.4,Moderate,94.0,Lincoln Square,"Bar / Lounge / Bottle Service, Lounge",Casual Elegant,Business Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Fireplace, Full Bar, Gender Neutral Restroom, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Private Room, View, Wheelchair Access, Wine",Bar / Lounge / Bottle Service,1,1,1,1,False,4,True,10/18/2016,1741.0,0.2257323377369328,65.0,,,54.0,71.0,63.333333333333336
Bazar Tapas Bar and Restaurant,https://www.opentable.com/r/bazar-tapas-bar-and-restaurant-new-york,1,False,2,305,4.5,4.5,4.2,4.3,4.1,Moderate,89.0,NoMad,"Tapas / Small Plates, Spanish",Casual Elegant,Casual Dress,Manuel Mejia,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Tapas / Small Plates,1,1,0,1,False,3,True,8/21/2017,1434.0,0.2126917712691771,17.0,,21.0,9.0,17.0,16.0
Bistango at The Kimberly Hotel,https://www.opentable.com/bistango-at-the-kimberly-hotel,1,True,1,939,4.7,4.6,4.7,4.4,4.5,Moderate,95.0,Midtown East,"Italian, Vegetarian, Wine Bar",Casual Elegant,Casual Dress,Humberto Corona,"Banquet, BYO Wine, Corkage Fee, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,10/18/2014,2472.0,0.3798543689320388,13.0,,25.0,14.0,25.0,19.25
Industry Kitchen,https://www.opentable.com/r/industry-kitchen-new-york,1,True,1,1006,4.4,4.3,4.3,4.5,4.0,Moderate,92.0,South Street Seaport,"American, Bar / Lounge / Bottle Service, Pizzeria",Casual Dining,Casual Dress,JONATHAN HAFFMANS,"Bar Dining, Bar/Lounge, Beer, BYO Wine, Chef's Table, Corkage Fee, Counter Seating, Delivery, Entertainment, Farm to Table, Full Bar, Non-Smoking, Outdoor dining, Outdoor Smoking Area, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,5/29/2015,2249.0,0.447309915518008,87.0,,77.0,,,82.0
Russian Samovar & Tolstoy's Lounge,https://www.opentable.com/r/russian-samovar-and-tolstoys-lounge-new-york,1,False,1,368,4.7,4.7,4.7,4.7,4.5,Moderate,100.0,Theater District / Times Square,"Russian, Continental, Eastern European",Casual Dining,Smart Casual,Patrick Allouache,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wine",Russian,1,1,1,1,False,4,True,10/30/2016,1729.0,0.2128397917871602,7.0,15.0,11.0,10.0,10.0,10.6
CUT By Wolfgang Puck at FS Downtown New York,https://www.opentable.com/r/cut-by-wolfgang-puck-at-fs-downtown-new-york,1,False,2,617,4.8,4.7,4.8,4.7,4.4,Moderate,100.0,TriBeCa - Downtown,"Steak, Contemporary American",Fine Dining,Business Casual,Ben Small,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steak,1,1,1,1,False,4,True,10/1/2016,1758.0,0.350967007963595,16.0,,11.0,,,13.5
Soju Haus,https://www.opentable.com/r/soju-haus-new-york,1,False,1,63,4.5,4.4,4.2,4.3,4.2,Moderate,89.0,NoMad,"Korean, Asian",Casual Dining,Business Casual,,"Beer, Cocktails, Entertainment, Late Night, Non-Smoking, Takeout, View",Korean,1,1,1,1,False,4,True,9/22/2016,1767.0,0.0356536502546689,9.0,,,,,9.0
Harold's,https://www.opentable.com/r/harolds-meat-and-three-new-york,1,False,3,187,4.7,4.5,4.7,4.6,4.3,Moderate,89.0,SoHo,"American, Burgers, Cocktail Bar",Casual Dining,Business Casual,Harold Moore,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,9/24/2016,1765.0,0.1059490084985835,4.0,,6.0,3.0,2.0,3.75
BABY BRASA,https://www.opentable.com/r/baby-brasa-new-york,1,True,2,283,4.3,4.3,4.0,4.5,3.9,Moderate,80.0,West Village,"Peruvian, Chinese (Canton), Japanese",Casual Dining,Casual Dress,Franco Noriega,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Entertainment, Full Bar, Happy Hour, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wine",Peruvian,1,0,0,0,False,1,True,9/6/2017,1418.0,0.1995768688293371,28.0,25.0,33.0,38.0,37.0,32.2
Dutch Fred's,https://www.opentable.com/r/dutch-freds-new-york,1,False,2,822,4.7,4.6,4.5,4.6,4.5,Moderate,98.0,Theater District / Times Square,"American, Burgers, Gastro Pub",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Entertainment, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,8/2/2016,1818.0,0.4521452145214521,14.0,13.0,26.0,28.0,33.0,22.8
The Blue Dog Cookhouse And Bar,https://www.opentable.com/r/blue-dog-cookhouse-and-bar-new-york,1,False,1,830,4.5,4.4,4.4,4.4,4.2,Moderate,89.0,Midtown West,"American, Burgers, Breakfast",Casual Dining,Casual Dress,Jesus Zenon,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,8/6/2016,1814.0,0.4575523704520396,28.0,,39.0,34.0,36.0,34.25
Haru Sushi - Amsterdam Ave,https://www.opentable.com/r/haru-sushi-amsterdam-ave-new-york,1,False,2,173,4.6,4.5,4.5,4.1,4.2,Moderate,100.0,Upper West Side,"Japanese, Sushi, Contemporary Asian",Casual Elegant,Casual Dress,,"Beer, BYO Wine, Corkage Fee, Delivery, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Japanese,1,1,1,1,False,4,True,7/7/2016,1844.0,0.0938177874186551,14.0,,20.0,15.0,13.0,15.5
Momokawa,https://www.opentable.com/r/momokawa-new-york,1,False,2,29,4.8,4.7,4.6,4.3,4.5,Moderate,100.0,Kips Bay,"Japanese, Sushi",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Counter Seating, Delivery, Full Bar, Happy Hour, Kosher, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Japanese,1,1,1,1,False,4,True,6/22/2016,1859.0,0.015599784830554,8.0,,11.0,10.0,12.0,10.25
Bowery Road,https://www.opentable.com/r/bowery-road-new-york,1,False,1,369,4.6,4.5,4.5,4.3,4.2,Moderate,,Union Square,"American, Vegetarian / Vegan, Market Cuisine",Casual Dining,Casual Dress,Chef Chris Shea,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",American,1,1,0,1,False,3,True,5/5/2017,1542.0,0.2392996108949416,29.0,,24.0,22.0,20.0,23.75
Schilling,https://www.opentable.com/r/schilling-new-york,1,False,1,387,4.7,4.8,4.5,4.7,4.5,Moderate,100.0,TriBeCa - Downtown,"Austrian, Mediterranean",Casual Dining,Business Casual,Eduard Frauneder,"Beer, Full Bar, Wine",Austrian,0,0,0,0,False,0,False,5/24/2016,1888.0,0.204978813559322,18.0,,19.0,,,18.5
Caliente Cab Mexican Cafe,https://www.opentable.com/r/caliente-cab-mexican-cafe-new-york,1,False,1,254,4.7,4.6,4.6,4.7,4.5,Moderate,96.0,West Village,Regional Mexican,Casual Dining,Business Casual,,"Delivery, Outdoor dining, Takeout, View",Regional Mexican,1,1,1,1,False,4,True,5/4/2018,1178.0,0.2156196943972835,30.0,,37.0,,31.0,32.666666666666664
Sushi Ginza Onodera - NYC,https://www.opentable.com/r/sushi-ginza-onodera-new-york,1,False,3,464,4.9,4.9,5.0,4.9,4.6,Quiet,96.0,Midtown East,Sushi,Fine Dining,Casual Dress,Akifumi Sakagami,"Beer, Chef's Table, Cocktails, Counter Seating, Gluten-free Menu, Kosher, Non-Smoking, View, Wheelchair Access, Wine",Sushi,1,1,1,1,False,4,True,7/27/2016,1824.0,0.2543859649122807,6.0,,,,,6.0
Piacere,https://www.opentable.com/r/piacere-new-york,1,False,2,191,4.6,4.4,4.7,4.4,4.5,Moderate,83.0,Little Italy,Italian,Casual Dining,Casual Dress,,"Beer, Corkage Fee, Gluten-free Menu, Late Night, Outdoor dining, Patio/Outdoor Dining, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,5/27/2017,1520.0,0.1256578947368421,0.0,1.0,4.0,4.0,4.0,2.6
Luzzo's La Pizza Napoletana,https://www.opentable.com/r/luzzos-la-pizza-napoletana-new-york,1,False,1,19,4.6,4.7,4.4,4.2,4.4,Quiet,92.0,East Village,"Italian, Pizzeria",Casual Dining,Casual Dress,,Takeout,Italian,0,0,0,0,False,0,False,7/18/2019,738.0,0.0257452574525745,2.0,,4.0,3.0,3.0,3.0
Haymaker Bar & Kitchen,https://www.opentable.com/r/haymaker-bar-and-kitchen-new-york,1,False,1,123,4.2,4.1,3.9,4.0,3.9,Moderate,81.0,Chelsea,"American, Gastro Pub",Casual Dining,Casual Dress,Dion Sujatmiko,"Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,6/3/2016,1878.0,0.0654952076677316,4.0,,5.0,4.0,,4.333333333333333
Westville - East Village,https://www.opentable.com/r/westville-east-village-new-york,1,False,1,101,4.7,4.6,4.7,4.3,4.5,Moderate,96.0,East Village,"American, Comfort Food",Casual Dining,Casual Dress,,"Beer, Cafe, Delivery, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,2/14/2019,892.0,0.1132286995515695,28.0,,32.0,37.0,29.0,31.5
The Meatball Shop - Upper East Side,https://www.opentable.com/r/the-meatball-shop-ues-new-york,1,False,1,93,4.6,4.4,4.6,4.3,4.3,Moderate,82.0,Upper East Side,"American, Italian",Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,0,0,1,False,2,True,9/27/2018,1032.0,0.0901162790697674,13.0,,14.0,13.0,15.0,13.75
Seamore's Nolita,https://www.opentable.com/r/seamores-nolita-new-york,1,False,2,143,4.6,4.5,4.5,4.5,4.3,Moderate,92.0,Little Italy,Seafood,Casual Dining,Casual Dress,Rob Eggleston,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Seafood,1,1,1,1,False,4,True,2/12/2019,894.0,0.1599552572706935,11.0,,16.0,16.0,26.0,17.25
Casa Bella Restaurant,https://www.opentable.com/r/casa-bella-restaurant-new-york,1,False,1,199,4.2,4.2,4.6,4.2,4.1,Moderate,100.0,Little Italy,Italian,Casual Dining,Business Casual,Reanato Bardini,"Banquet, Bar Dining, Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, View, Weekend Brunch, Wine",Italian,0,0,0,0,False,0,False,12/3/2016,1695.0,0.1174041297935103,5.0,,3.0,1.0,5.0,3.5
Don Giovanni's - Chelsea,https://www.opentable.com/r/don-giovannis-chelsea,1,False,1,25,4.3,4.2,4.2,4.0,4.1,Moderate,89.0,Chelsea,Italian,Casual Dining,Casual Dress,,"Beer, Cafe, Delivery, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wine",Italian,0,0,0,0,False,0,False,12/9/2018,959.0,0.0260688216892596,0.0,,2.0,1.0,1.0,1.0
Tortaria,https://www.opentable.com/r/tortaria-new-york,1,False,1,43,4.6,4.5,4.2,4.5,4.6,Moderate,100.0,Union Square,Mexican,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",Mexican,1,1,1,1,False,4,True,7/25/2020,365.0,0.1178082191780822,8.0,,10.0,16.0,14.0,12.0
