name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions
Reserve Cut,https://www.opentable.com/r/reserve-cut-new-york,1,FALSE,3,848,4.7,4.6,4.7,4.7,4.2,Moderate,92,Financial District,"Contemporary American, Steakhouse, Kosher",Fine Dining,Business Casual,Michael Sullivan,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Kosher, Late Night, Non-Smoking, Private Room, Takeout, View, Wheelchair Access, Wine",Contemporary American,1,1,1,1,FALSE,4
Pippali,https://www.opentable.com/pippali,1,FALSE,1,451,4.4,4.4,4.5,4.2,4.3,Quiet,67,Gramercy / Flatiron,"Contemporary Indian, Indian",Casual Elegant,Business Casual,Peter Beck,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Non-Smoking, Takeout, Weekend Brunch, Wine",Contemporary Indian,1,1,1,1,FALSE,4
Cibo e Vino,https://www.opentable.com/cibo-e-vino,1,FALSE,2,505,4.6,4.6,4.6,4.6,4.3,Moderate,100,Upper West Side,"Italian, Mediterranean",Casual Dining,Casual Dress,,"Bar/Lounge, Cocktails, Full Bar, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Fogo de Chao - New York,https://www.opentable.com/r/fogo-de-chao-brazilian-steakhouse-new-york,1,FALSE,3,3055,4.6,4.7,4.5,4.6,4.3,Moderate,93,Midtown West,"Brazilian Steakhouse, Steakhouse",Casual Elegant,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Brazilian Steakhouse,1,1,1,1,FALSE,4
Antica (Ancora),https://www.opentable.com/antica-ancora,1,FALSE,1,407,4.7,4.6,4.8,4.6,4.4,Quiet,100,Financial District,Italian,Casual Dining,Business Casual,Luis Barezi.,"Banquet, Beer, Cocktails, Corkage Fee, Full Bar, Gluten-free Menu, Outdoor dining, Private Room, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Death Ave.,https://www.opentable.com/r/death-ave-restaurant-and-brewing-co-new-york,1,FALSE,2,462,4.2,4,3.8,4,3.8,Quiet,50,Chelsea,"American, Greek, Brewery",Casual Elegant,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,FALSE,0
Gabriel's Bar & Restaurant,https://www.opentable.com/r/gabriels-bar-and-restaurant-new-york,1,FALSE,3,1072,4.9,4.8,4.9,4.8,4.6,Moderate,100,Columbus Circle,Italian,Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Full Bar, Gender Neutral Restroom, Late Night, Non-Smoking, Outdoor dining, Private Room, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Westville Hudson,https://www.opentable.com/westville-hudson,1,FALSE,1,644,4.6,4.6,4.6,4.4,4.5,Moderate,90,SoHo,"Comfort Food, American",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Comfort Food,1,1,1,1,FALSE,4
Barawine,https://www.opentable.com/barawine,1,FALSE,1,464,4.7,4.6,4.5,4.5,4.4,Moderate,100,Harlem,French,Casual Elegant,Smart Casual,Gabriel Perez,"Bar Dining, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Outdoor Smoking Area, Weekend Brunch, Wheelchair Access, Wine",French,0,0,0,0,FALSE,0
The Odeon,https://www.opentable.com/the-odeon,1,FALSE,2,2505,4.8,4.7,4.7,4.7,4.3,Moderate,96,TriBeCa - Downtown,"French, American",Casual Elegant,Casual Dress,Andy Xu,"Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",French,1,0,0,1,FALSE,2
The Clam,https://www.opentable.com/the-clam,1,FALSE,2,1199,4.7,4.6,4.5,4.5,4.2,Moderate,95,West Village,"American, Seafood, Shellfish",Casual Elegant,Smart Casual,Chef Mike Price ,"Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wine",American,1,1,0,1,FALSE,3
Cafe Cluny,https://www.opentable.com/cafe-cluny,1,FALSE,2,1545,4.8,4.7,4.7,4.7,4.3,Moderate,91,West Village,"French, American",Casual Elegant,Casual Dress,Andy Xu,"Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,FALSE,4
The East Pole - Kitchen and Bar,https://www.opentable.com/r/the-east-pole-kitchen-and-bar-new-york,1,FALSE,2,1126,4.6,4.6,4.5,4.6,4.1,Moderate,94,Upper East Side,American,Casual Elegant,Business Casual,,"Banquet, Bar Dining, Bar/Lounge, Beer, Cafe, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Private Room, Wine",American,0,0,0,0,FALSE,0
Pomodoro Rosso,https://www.opentable.com/r/pomodoro-rosso-new-york,1,FALSE,1,1311,4.7,4.6,4.6,4.5,4.4,Moderate,100,Upper West Side,Italian,Casual Dining,Casual Dress,,"Beer, Delivery, Full Bar, Outdoor dining, Takeout, Wine",Italian,0,0,0,0,FALSE,0
Khe-Yo,https://www.opentable.com/r/khe-yo-new-york-3,1,FALSE,2,1096,4.5,4.5,4.3,4.4,4,Moderate,91,TriBeCa - Downtown,"Laotian, Thai, Southeast Asian",Casual Elegant,Smart Casual,Soulayphet Schwader,"Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Laotian,1,1,1,1,FALSE,4
La Brochette Kosher Steakhouse,https://www.opentable.com/la-brochette-kosher-steakhouse,1,FALSE,3,109,4.6,4.7,4.8,4.6,4.1,Moderate,100,Midtown East,"Kosher, Steakhouse, Sushi",Fine Dining,Business Casual,,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Entertainment, Full Bar, Kosher, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Kosher,1,1,1,1,FALSE,4
Bill's Bar & Burger Downtown,https://www.opentable.com/bills-bar-and-burger-downtown,1,FALSE,1,316,4.2,4,3.9,3.8,3.8,Quiet,50,Battery Park,"Burgers, Bar / Lounge / Bottle Service, Unspecified",Casual Dining,Casual Dress,Michael Vignola,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Counter Seating, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Burgers,1,1,0,1,FALSE,3
Morton's The Steakhouse - World Trade Center,https://www.opentable.com/r/mortons-the-steakhouse-world-trade-center-new-york,1,FALSE,1,826,4.7,4.7,4.8,4.6,4.5,Moderate,98,Financial District,"Steakhouse, American, Seafood",Fine Dining,Business Casual,Dan Drucker,"Banquet, Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,FALSE,4
Amber West Village,https://www.opentable.com/amber-west-village,1,FALSE,1,170,4.7,4.7,4.5,4.3,4.5,Moderate,100,West Village,"Sushi, Japanese, Asian",Casual Dining,Casual Dress,,,Sushi,0,0,0,0,FALSE,0
Sel et Poivre Restaurant,https://www.opentable.com/sel-et-poivre-restaurant,1,FALSE,2,538,4.6,4.4,4.6,4.3,4.5,Moderate,94,Upper East Side,"French, American, Wild Game",Casual Elegant,Smart Casual,Christian Schienle,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,0,0,0,0,FALSE,0
Jean Claude 2,https://www.opentable.com/jean-claude-2,1,FALSE,1,816,4.5,4.5,4.5,4.4,4.4,Moderate,96,Upper East Side,French,Casual Dining,Smart Casual,,,French,0,0,0,0,FALSE,0
Anassa Taverna,https://www.opentable.com/anassa-taverna,1,FALSE,2,1313,4.5,4.6,4.3,4.4,4.2,Moderate,95,Upper East Side,"Greek, Mediterranean, Seafood",Casual Dining,Casual Dress,,"Bar Dining, Corkage Fee, Delivery, Full Bar, Non-Smoking, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Greek,0,0,0,0,FALSE,0
Lafayette,https://www.opentable.com/lafayette,1,FALSE,2,2856,4.7,4.5,4.6,4.7,4.2,Moderate,100,NoHo,"French, Contemporary French, CafÃ©",Casual Elegant,Smart Casual,Andrew Carmellini,"Banquet, Bar Dining, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",French,0,0,0,0,FALSE,0
The Boil,https://www.opentable.com/the-boil,1,FALSE,1,634,4.6,4.7,4.4,4.2,4.4,Moderate,91,Lower East Side,Seafood,Casual Dining,Casual Dress,,"Beer, Cocktails, Counter Seating, Full Bar, Happy Hour, Non-Smoking, Takeout, Wheelchair Access, Wine",Seafood,1,1,1,1,FALSE,4
Pergola,https://www.opentable.com/pergola,1,FALSE,1,526,4.6,4.6,4.4,4.7,4.4,Moderate,88,Chelsea,Mediterranean,Casual Elegant,Smart Casual,Nestor Moina,"Banquet, Bar/Lounge, Beer, Cocktails, Dancing, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Private Room, Takeout, Wheelchair Access, Wine",Mediterranean,1,1,1,1,FALSE,4
Delizia 92,https://www.opentable.com/delizia-92,1,FALSE,1,79,4.4,4.4,4.3,4.2,4.5,Moderate,98,Yorkville,"Pizzeria, Italian",Casual Dining,Casual Dress,Alberto Tacuri,"Beer, Corkage Fee, Delivery, Entertainment, Gender Neutral Restroom, Non-Smoking, Takeout, Wine",Pizzeria,0,0,0,0,FALSE,0
La Bergamote - Hell's Kitchen,https://www.opentable.com/la-bergamote-hells-kitchen,1,FALSE,1,123,4.1,4.2,3.8,3.8,3.9,Quiet,80,Hell's Kitchen,French,Casual Dining,Business Casual,Romain Lamaze,,French,0,0,0,0,FALSE,0
La Bergamote,https://www.opentable.com/la-bergamote,1,FALSE,1,149,4.4,4.6,4.4,4.3,4.4,Quiet,80,Chelsea,French,Casual Dining,Casual Dress,,"Beer, Delivery, Gender Neutral Restroom, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,FALSE,4
Pasta Lovers Trattoria,https://www.opentable.com/pasta-lovers-trattoria,1,FALSE,1,826,4.6,4.6,4.7,4.6,4.6,Moderate,89,Midtown West,Italian,Casual Dining,Casual Dress,,"Banquet, Bar Dining, Bar/Lounge, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Takeout, Wine",Italian,0,0,0,0,FALSE,0
Society Cafe,https://www.opentable.com/r/society-cafe-new-york,1,FALSE,2,424,4.7,4.6,4.5,4.7,4.3,Moderate,89,Greenwich Village,"American, Organic, Farm-to-table",Casual Elegant,Smart Casual,Manuel GonzÃ¡lez Charles,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,FALSE,4
The Liberty NYC,https://www.opentable.com/the-liberty-nyc,1,FALSE,1,431,4.6,4.4,4.6,4.5,4.4,Moderate,93,Midtown East,"American, Cocktail Bar, Burgers",Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Beer Garden, Cocktails, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,FALSE,4
Serafina Always,https://www.opentable.com/r/serafina-always-grill-new-york,1,FALSE,2,821,4.7,4.6,4.5,4.5,4.4,Moderate,92,Upper East Side,"Italian, Pizzeria",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wine",Italian,0,0,0,0,FALSE,0
Gallaghers Steakhouse - Manhattan,https://www.opentable.com/gallaghers-steakhouse-manhattan,1,FALSE,3,9241,4.9,4.8,4.8,4.8,4.5,Moderate,98,Midtown West,"Steakhouse, Seafood, American",Casual Elegant,Smart Casual,Alan Ashkinaze,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,FALSE,4
The Crosby Bar,https://www.opentable.com/the-crosby-bar,1,FALSE,2,493,4.8,4.6,4.6,4.8,4.2,Quiet,96,SoHo,"American, International",Casual Elegant,Smart Casual,Ari Nieminen,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Counter Seating, Full Bar, High Tea, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, View, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,FALSE,4
Joanne Trattoria,https://www.opentable.com/r/joanne-trattoria-new-york,1,FALSE,2,2664,4.1,4,4.1,4.1,3.9,Moderate,70,Lincoln Square,"Italian, Home cooking, Comfort Food",Casual Dining,Casual Dress,Jorge Rustrian,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Counter Seating, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wine",Italian,1,1,1,0,FALSE,3
BXL ZOUTE,https://www.opentable.com/bxl-zoute,1,FALSE,1,562,4.5,4.5,4.5,4.5,4.4,Moderate,100,Gramercy / Flatiron,Belgian,Casual Dining,Casual Dress,Claes Klaas,"Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Belgian,1,1,1,1,FALSE,4
The Dutch,https://www.opentable.com/the-dutch,1,FALSE,2,2870,4.6,4.5,4.4,4.5,4,Moderate,96,SoHo,"American, Oyster Bar, Contemporary American",Home Style,Smart Casual,Andrew Carmellini,"Banquet, Bar Dining, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Late Night, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,FALSE,0
The Leopard at des Artistes,https://www.opentable.com/r/the-leopard-at-des-artistes-new-york,1,FALSE,3,2219,4.7,4.6,4.7,4.8,4.1,Moderate,91,Upper West Side,Italian,Fine Dining,Business Casual,Jordan Frosolone,"Banquet, Bar/Lounge, Beer, Beer Garden, BYO Wine, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Malai Marke,https://www.opentable.com/r/malai-marke-new-york,1,FALSE,1,261,4.3,4.4,4,3.6,4.5,Moderate,100,East Village,Indian,Casual Dining,Casual Dress,,"Beer, Counter Seating, Takeout, Wine",Indian,1,1,1,1,FALSE,4
Bocca Di Bacco (Chelsea - 20th St.),https://www.opentable.com/r/bocca-di-bacco-chelsea-20th-st-new-york,1,FALSE,1,788,4.6,4.5,4.5,4.5,4.4,Moderate,92,Chelsea,Italian,Casual Dining,Smart Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Sea Fire Grill,https://www.opentable.com/sea-fire-grill,1,FALSE,3,2558,4.8,4.7,4.8,4.8,4.3,Moderate,93,Midtown East,"Seafood, American, Steakhouse",Fine Dining,Business Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Fireplace, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Seafood,1,1,1,1,FALSE,4
Wa Jeal,https://www.opentable.com/wa-jeal,1,FALSE,1,269,4.7,4.7,4.8,4.4,4.5,Moderate,88,Upper East Side,Chinese,Casual Dining,Casual Dress,,,Chinese,0,0,0,0,FALSE,0
Hancock St.,https://www.opentable.com/r/hancock-st-new-york,1,FALSE,3,3,5,5,5,4.9,4.8,Moderate,,SoHo,"American, Bistro, Meat",Elegant Dining,Smart Casual,Ryan Schmidtberger,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Wheelchair Access, Wine",American,1,1,1,0,FALSE,3
Dulce Vida Latin Bistro,https://www.opentable.com/r/dulce-vida-latin-bistro-new-york,1,FALSE,2,101,4.6,4.9,4.8,4.3,4.5,Quiet,100,Upper East Side,"Latin American, Bistro, South American",Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",Latin American,0,0,0,0,FALSE,0
La Bella Vita,https://www.opentable.com/la-bella-vita-new-york,1,FALSE,1,205,4.8,4.8,4.8,4.6,4.5,Moderate,100,Little Italy,Italian,Casual Dining,Casual Dress,,"Beer, Delivery, Gluten-free Menu, Takeout, Wine",Italian,0,0,0,0,FALSE,0
Breslin Burger,https://www.opentable.com/r/breslin-burger-new-york,1,FALSE,2,651,4.7,4.5,4.8,4.7,4.2,Moderate,75,NoMad,"Burgers, American, Pub",Casual Dining,Casual Dress,Chef Ryan Jordan,"Bar/Lounge, Beer, Chef's Table, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Burgers,0,0,0,0,FALSE,0
Giardino D'Oro,https://www.opentable.com/giardino-doro,1,FALSE,2,251,4.9,4.8,4.9,4.8,4.7,Moderate,100,Financial District,"Italian, Steak",Fine Dining,Smart Casual,Nick Vulaj,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Socarrat Paella Bar - Midtown East,https://www.opentable.com/r/socarrat-paella-bar-midtown-east-new-york,1,FALSE,2,926,4.7,4.7,4.7,4.5,4.4,Moderate,100,Midtown East,"Spanish, Tapas / Small Plates, Wine Bar",Casual Elegant,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wine",Spanish,1,1,1,1,FALSE,4
Spice Symphony – 50th St.,https://www.opentable.com/spice-symphony,1,FALSE,1,1539,4.5,4.5,4.4,4.3,4.4,Moderate,95,Midtown East,"Indian, Chinese, Vegetarian / Vegan",Casual Dining,Casual Dress,Walter D Rozario,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Indian,1,1,1,1,FALSE,4
Tía Pol,https://www.opentable.com/r/tia-pol-new-york,1,FALSE,2,704,4.7,4.8,4.7,4.5,4.5,Moderate,100,Chelsea,"Tapas / Small Plates, Spanish",Casual Dining,Casual Dress,James Leger,"Banquet, Bar/Lounge, Beer, BYO Wine, Cafe, Corkage Fee, Counter Seating, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Tapas / Small Plates,1,1,1,1,FALSE,4
La Pizza & La Pasta - Eataly NYC Flatiron,https://www.opentable.com/r/la-pizza-and-la-pasta-eataly-nyc-flatiron-new-york,1,FALSE,1,946,4.6,4.7,4.5,4.4,4.3,Moderate,93,Gramercy / Flatiron,"Italian, Pizzeria, Pizza Bar",Casual Dining,Casual Dress,,"Beer, Cocktails, Gluten-free Menu, Happy Hour, Non-Smoking, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Galli Restaurant SoHo,https://www.opentable.com/galli-restaurant-soho,1,FALSE,1,974,4.1,4,4,4.1,3.9,Moderate,73,SoHo,Italian,Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Caffe Buon Gusto - UES,https://www.opentable.com/caffe-buon-gusto-ues,1,FALSE,1,784,4.6,4.7,4.5,4.4,4.5,Moderate,94,Upper East Side,Italian,Casual Dining,Casual Dress,,"Beer, Delivery, Full Bar, Outdoor dining, Wine",Italian,1,1,1,1,FALSE,4
Serafina Upper West,https://www.opentable.com/serafina-upper-west,1,FALSE,1,404,4.5,4.5,4.3,4.3,4.1,Moderate,81,Upper West Side,"Italian, Pizzeria, Pizza Bar",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Angelo Bellini Italian Restaurant,https://www.opentable.com/angelo-bellini-italian-restaurant,1,FALSE,1,275,3.7,3.8,3.7,3.5,3.7,Moderate,100,Midtown East,"Italian, Pizzeria",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Delivery, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Afghan Kebab House,https://www.opentable.com/macs-afghan-kebab-incorporated,1,FALSE,1,102,4.8,4.8,4.7,4.4,4.9,Quiet,80,Upper East Side,Afghan,Casual Dining,Business Casual,Izmir Rouzyi,"BYO Liquor, Delivery, Non-Smoking, Takeout, Wheelchair Access",Afghan,0,0,0,0,FALSE,0
"Benihana - New York, NY",https://www.opentable.com/benihana-new-york,1,FALSE,1,4474,4,4.3,3.8,3.8,3.8,Moderate,75,Midtown West,"Japanese, Sushi, Steakhouse",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wine",Japanese,1,1,1,1,FALSE,4
Orient Express Cocktail Bar,https://www.opentable.com/orient-express-cocktail-bar,1,FALSE,1,25,4.3,3.8,3.9,4.3,4.1,Moderate,90,West Village,"Cocktail Bar, Bar / Lounge / Bottle Service, Wine Bar",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Full Bar, Gender Neutral Restroom, Late Night, Non-Smoking, Takeout, Wheelchair Access, Wine",Cocktail Bar,1,0,0,0,FALSE,1
Jubilee 1st Avenue,https://www.opentable.com/r/jubilee-1st-avenue-new-york,1,FALSE,2,1602,4.7,4.7,4.6,4.4,4.3,Moderate,97,Midtown East,"French, Contemporary French, Mediterranean",Casual Elegant,Smart Casual,France Master Chef Luc Holie,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,FALSE,4
